id,rank,win%,k/d,dmg/rnd,region,acc_head_%,acc_head_hits,acc_body_%,acc_body_hits,acc_leg_%,acc_leg_hits,matchs_played,headshot_%,wins_total,kills_total,avg_kill_per_rnd,top_agent_nam,top_agent_time_hrs,top_agent_matchs,top_agent_win_%,top_agent_kd_avg,top_agent_adr
LF Queen 2 Spoil#Sub,Iron 3,63.6,2.27,232.5,US,28.4,357,66.7,838,4.9,61,33,25.2,19,510,1.1,Reyna,5,11,90.9,3.48,301.1
Kamiyadah#EUNE,Platinum 3,45.9,1.3,176.5,HU,24.7,323,70.4,922,5,65,302,23.4,156,"5,922",0.9,Chamber,49,85,56.5,1.46,187.5
Residentj3553#3553,Diamond 3,50,0.89,120.7,US,19.8,201,70.3,714,9.9,101,255,16.5,138,"3,456",0.7,Omen,68,120,56.7,1.04,140.2
Blackyy#Trxsh,Platinum 2,65.4,1.05,147.1,FR,9.5,136,76.1,1093,14.5,208,221,12.8,111,"3,400",0.7,KAY/O,69,117,53,1.06,151
WannaCry#HaHa,Diamond 1,43.2,1.07,154.4,HU,16.7,215,74.6,959,8.6,111,"1,465",17.1,703,"23,380",0.8,Jett,297,497,50.9,1.16,161.2
Rayness#bees,Platinum 1,50,0.9,130.2,PT,11.7,132,78,877,10.3,116,757,10.3,383,"11,834",0.8,Reyna,149,267,50.9,1.18,162.4
VLK Nikuu#heyy,Ascendant 2,53.2,1.05,136.9,AU,24.6,209,72.5,615,2.8,24,"1,445",20.9,740,"22,432",0.7,Viper,155,269,54.6,0.99,132.9
Trica Bejoan#DUTCH,Ascendant 1,59.1,1.18,158.5,NL,16.2,218,76.2,1024,7.5,101,"1,122",12.9,575,"19,183",0.8,Reyna,269,457,51.4,1.1,158.8
AaronHasMoney#Gang,Platinum 3,58.8,1.13,163,US,19.6,228,74.2,861,6.2,72,"2,942",16,"1,429","44,981",0.7,Reyna,584,"1,011",47.4,1.08,155.4
TGS itzy#TTV,Ascendant 2,61.6,1.26,151.8,AU,15.1,210,71.7,1000,13.3,185,406,20.5,219,"6,579",0.8,Reyna,83,146,54.8,1.17,156.8
DURANDR#000,Immortal 2,61.5,1.17,147.5,ID,16.8,189,77.6,874,5.6,63,411,16,209,"7,848",0.9,Jett,84,142,44.4,1.31,168.3
waves#boobs,Bronze 1,51.2,1.02,143.1,US,10.1,133,74.2,974,15.6,205,232,10.7,110,"2,901",0.6,KAY/O,49,90,50,0.93,132.3
Poi 毒 Son#IDGAF,Silver 3,51.6,1.05,141.3,CA,13,169,76.2,992,10.8,140,"1,108",13.2,545,"15,288",0.7,Brimstone,151,261,50.2,1,133.9
Aurxllie#bunny,Platinum 1,33.3,1.15,153.9,CA,19.5,225,75.1,868,5.4,63,580,18.5,290,"10,155",0.8,Reyna,77,138,47.8,1.23,165.8
Gotakson#0001,Iron 2,45.3,2.52,237.2,SG,78.7,274,20.4,71,0.9,3,613,23.9,271,"8,520",0.8,Jett,87,155,54.8,1.1,156.8
Vex#red,Platinum 1,52,1.26,151.4,US,22,247,73.9,831,4.1,46,444,18,210,"6,914",0.8,Reyna,146,251,48.6,1.15,155.1
drexton#1301,Bronze 3,35.3,1.08,148.5,GB,12.7,156,79.2,972,8.1,99,76,13.1,30,"1,126",0.7,Chamber,19,35,45.7,1.1,142.9
DffFxy#8694,Platinum 3,62.6,1.24,156.7,ID,19.8,305,73.3,1129,6.9,106,283,20,151,"4,625",0.8,Chamber,94,162,51.2,1.07,140.4
Ooif#7210,Gold 2,50,1.14,153.8,CA,9.7,193,74.9,1487,15.3,304,53,9.4,24,788,0.7,Killjoy,26,45,42.2,1.02,142.5
BlurryAl3x#8916,Silver 2,41.7,1.24,148.2,US,8,125,82,1277,10,156,252,10.5,119,"3,376",0.7,Viper,89,159,50.3,1.07,143.8
adyroll#1202,Bronze 1,45.8,1.16,149.1,CA,12.4,178,81.8,1176,5.8,83,439,11,211,"5,961",0.7,Cypher,79,138,52.9,1.15,145.4
capibara#2003,Platinum 1,48.1,0.82,116.6,EC,11.3,118,76.7,798,11.9,124,"1,213",9.9,611,"13,717",0.6,Viper,254,427,52.9,0.77,115.7
WES#mute,Diamond 3,47.1,0.97,130.9,TH,19.4,252,74.1,963,6.5,85,"1,890",15.2,905,"26,241",0.7,Omen,239,419,44.4,0.91,119
Medou#FUNDR,Platinum 2,56.5,0.93,135,CA,24.2,231,70.8,676,5,48,544,23.5,287,"8,181",0.7,Reyna,97,169,52.7,1.03,153.9
u can add me#daddy,Platinum 1,68.4,1.83,207.7,CA,25,350,69.9,978,5.1,72,53,24,32,"1,203",1.1,Reyna,12,22,63.6,1.82,214.2
JEBdawg#4160,Iron 2,47.1,0.67,100.2,US,16,124,76.6,595,7.5,58,123,12.5,52,"1,010",0.4,KAY/O,46,83,48.2,0.6,93
OMEGA#0505,Diamond 1,48.5,0.97,146.8,None,28.9,269,66,614,5.1,47,613,27.3,303,"10,938",0.9,Jett,134,245,52.2,1.13,169.8
bunnyheadbaby#9251,Unranked,63.6,1.24,157.2,US,10.4,60,74.5,430,15.1,87,12,10.4,6,92,0.4,Sage,3.1,6,50,0.66,113.2
BabyYouMad#NA1,Silver 2,50,1.34,160.3,US,12.1,166,80.5,1102,7.4,101,141,12.1,64,"2,358",0.8,Cypher,28,51,43.1,1.18,151.5
Aym#ttv,Ascendant 3,48.4,1.19,156.5,ES,21.5,206,70.4,674,8,77,637,20.5,326,"11,266",0.8,Reyna,220,384,53.9,1.17,168.2
romelpezzzz#nashe,Ascendant 2,68.2,1.47,183.9,PE,28,305,69,753,3,33,177,22.6,101,"3,699",1,Sage,25,44,54.5,1.65,205.8
SeryoSo DeCringe#Heheh,Platinum 3,56.6,1.04,155.4,PH,17.6,239,73.5,1000,9,122,259,16.3,122,"4,445",0.8,Reyna,77,136,47.8,1.11,169.7
VLTNVally#1527,Platinum 3,53.8,1.29,160.4,NL,14.3,182,80.7,1031,5,64,304,11.1,148,"4,764",0.7,Sage,63,106,50,0.96,126.6
FLA Kojiro#1981,Gold 3,60,1.33,153.8,BR,24,237,69.9,689,6.1,60,663,16.5,316,"10,032",0.7,Sova,102,169,47.9,1.08,146.9
Alxc#Vibes,Bronze 2,38.6,1.18,155.8,US,21.9,232,71.2,755,6.9,73,135,16,59,"2,239",0.8,Reyna,46,79,44.3,1.19,155.2
8ean#xxxx,Gold 2,47.4,0.96,150.9,US,32.1,278,61.4,531,6.5,56,556,25,271,"8,289",0.7,Neon,94,173,51.4,1.01,163.2
Kanéki Kén#9993,Diamond 3,45.5,1.03,147.7,TR,17.5,180,75.4,776,7.1,73,473,18.8,237,"7,595",0.8,Reyna,88,152,48,1.25,171.7
pingu#cool,Silver 3,34.6,0.84,115.8,US,16.6,163,77,757,6.4,63,723,18.2,354,"8,699",0.6,Sage,160,283,50.5,0.74,111
ZachMadeekBeach#6969,Gold 3,48.3,0.94,140.8,PH,12.3,169,77.1,1061,10.6,146,108,11.8,52,"1,509",0.7,Raze,23,41,53.7,1.02,161.2
quet#1312,Platinum 1,59.5,1.15,175.5,RS,20.3,214,74.1,780,5.5,58,130,18.6,65,"2,011",0.8,Jett,36,66,54.5,1,155.9
Biscuit#KEKW,Ascendant 3,54.2,1.01,131.8,TR,19.3,241,74,925,6.7,84,671,17.5,342,"10,526",0.7,Sage,158,283,49.5,0.99,134.2
rfCxÐ#0000,Silver 3,49.1,1.07,135.8,BR,21,190,72.3,654,6.7,61,720,19.1,347,"10,422",0.7,Jett,95,165,47.9,1.03,142.2
NGS Orma#1939,Bronze 1,66.7,0.82,125.8,US,13.4,130,71.2,693,15.4,150,27,13.4,13,271,0.5,Sage,6.4,14,71.4,0.73,111.8
MimiK#4276,Diamond 3,48.6,0.96,121.8,DE,22.2,202,73.6,670,4.2,38,"1,464",22.5,736,"20,959",0.7,Cypher,281,468,48.3,1.03,131.3
SEN NOTTENZ#pro,Platinum 2,52.4,0.98,133.2,TN,25.7,189,65.4,481,8.8,65,"1,205",17.1,603,"17,297",0.7,Chamber,100,165,50.9,1.07,141.8
lilith#D3MON,Bronze 3,50,1,135.6,PT,9.4,150,76.6,1219,14,223,167,8.3,84,"2,119",0.6,Fade,67,118,54.2,0.8,122
Kurisu#4708,Gold 1,40.6,0.85,118.1,GB,14.5,143,72.8,716,12.6,124,32,13.3,13,400,0.6,Brimstone,9,15,33.3,0.83,113.9
TheSearch#1429,Unranked,80,2.15,187.2,DE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FNC inanis#TAKO,Platinum 3,54.5,0.9,122,TH,13.3,137,79.5,820,7.3,75,743,13.9,352,"10,549",0.7,Omen,52,88,40.9,0.98,127.9
LightningMCQ#4457,Ascendant 1,64.2,1.14,154.3,TH,29.8,292,67,657,3.2,31,223,23.5,120,"3,962",0.9,Phoenix,47,87,52.9,1.25,178.2
Gregory#7174,Diamond 2,51.1,1.16,154.9,AU,21,252,71.8,860,7.2,86,834,15.3,427,"12,725",0.7,Reyna,127,224,53.6,1.19,153.7
KfiOmega#6969,Bronze 3,25,1.27,148.2,GH,17.2,243,73.2,1031,9.6,135,23,17.5,12,481,1.1,Phoenix,5.6,9,33.3,1.86,203.2
Mayday#GODXX,Diamond 1,48.9,1.05,139,IN,22.3,204,73.6,672,4.1,37,"1,225",20.3,596,"19,534",0.8,Jett,104,172,51.2,1.23,165.2
Akimbo#00001,Immortal 2,67.6,1.3,148.5,DE,20.9,210,72,723,7.1,71,154,23.3,92,"2,986",0.9,Reyna,47,85,52.9,1.49,179
GET REKT#Bot,Gold 1,33.3,0.94,141.3,IN,16.8,191,75.3,858,7.9,90,440,14.4,211,"7,382",0.8,Reyna,99,172,51.7,1.2,165.4
NetreX#2060,Silver 2,63,0.7,101.9,MA,13.6,114,74.6,626,11.8,99,150,16.3,83,"1,667",0.6,Reyna,25,46,52.2,0.89,128
zotumn#0001,Platinum 2,54.8,1.16,163.2,US,26.7,344,69,889,4.3,56,789,13.9,395,"12,648",0.8,Raze,144,253,51.4,1.06,169.9
Sleapy#BEST,Diamond 1,60.2,1.32,179.2,None,21.3,274,72.7,934,5.9,76,99,22.2,57,"1,952",1,Breach,51,90,60,1.29,177.2
cartier#5008,Diamond 3,74.2,1.44,186.8,US,29.1,293,65.4,658,5.5,55,239,18.9,129,"4,093",0.9,Reyna,46,86,59.3,1.23,171.4
EIIie#Mommy,Bronze 2,46.5,0.84,122.9,None,11.7,134,77,886,11.3,130,326,11.2,152,"4,150",0.6,Skye,65,108,46.3,0.77,110.1
MESSiMMAN#9609,Silver 2,54,1.08,141.8,IN,9.6,87,81.6,737,8.7,79,"2,510",9.8,"1,226","40,522",0.8,Jett,769,"1,279",47.1,1.1,144.2
Frax#2392,Gold 2,50,1.03,141.6,CZ,25.9,267,69.4,716,4.7,49,349,15.7,172,"4,761",0.7,Sage,75,134,50,0.79,118.6
vanessa my baby#7495,Platinum 1,60.9,1.14,157.9,PH,25.5,234,69.7,641,4.8,44,286,15,143,"4,596",0.8,Jett,60,104,52.9,1.06,139.1
El Rey Dictador#8302,Platinum 3,49.7,1.18,158.6,US,15.2,221,78,1133,6.8,99,871,14.5,435,"15,272",0.8,Raze,130,223,53.4,1.22,169.5
Evenstarミ#000,Platinum 1,50,1.07,150.5,TR,25.1,257,69.6,712,5.3,54,305,17.9,162,"4,247",0.7,Sage,79,138,50,0.9,131.1
Eugeo17#SAO,Silver 2,47.8,0.92,144.3,SI,16,213,73,974,11.1,148,680,14.8,334,"7,964",0.6,Sage,120,216,46.8,0.69,110.4
Windowed#2345,Gold 3,48.4,1.14,158.8,US,24.7,239,69.2,669,6.1,59,317,23,155,"6,082",0.9,Jett,89,155,52.3,1.33,182.5
provslim#1177,Diamond 2,45.1,0.95,125.1,US,23.9,211,70.7,624,5.3,47,918,20.1,439,"13,437",0.7,Omen,123,220,54.1,0.96,130
GKF DiabeticFrap#1911,Bronze 2,51.1,0.82,118.9,GR,26.5,237,67,600,6.6,59,"1,256",17.7,609,"16,142",0.6,Skye,102,181,50.3,0.91,129.5
N0t4lxx#2140,Platinum 1,64.3,1.4,173.4,MK,22.1,290,69.9,917,8,105,227,19.3,123,"4,253",0.9,Jett,58,103,52.4,1.23,170.4
blackcat웃#xxx,Ascendant 3,58.3,1.13,138.1,US,35.1,265,59.2,447,5.7,43,"1,268",21.6,633,"20,270",0.8,Jett,224,402,49.8,1.04,147.2
Violet#G017,Gold 1,43.5,1.05,158.6,SA,26.7,275,69.3,714,4,41,204,21.6,89,"3,400",0.8,Sage,30,52,40.4,1.06,153.6
ン ivx#6969,Bronze 2,30.8,0.79,117.8,BG,10.7,115,72.2,778,17.2,185,23,10.9,9,260,0.6,Brimstone,3.2,6,50,0.89,116.3
HEW Kairos#168,Gold 1,53.3,0.95,141,US,32.4,255,64.5,508,3,24,565,20.4,284,"7,303",0.6,Omen,81,132,47.7,0.85,119.6
LAUHAX#1337,Ascendant 2,50,1.02,133.8,RO,19.5,192,73.5,725,7.1,70,494,17.7,262,"8,312",0.8,Sage,85,149,56.4,1.09,141.3
RikaChuz#EUW,Platinum 2,46.5,0.6,85.9,None,10.9,86,75.1,592,14,110,269,11.4,136,"2,813",0.5,Sage,123,209,52.2,0.74,96.7
bicyclecat#7805,Bronze 2,61.8,0.6,85.2,CA,13.5,103,73.7,562,12.8,98,187,12.9,87,"1,666",0.4,Omen,27,50,42,0.5,81
Rod#8651,Diamond 2,50,0.94,124.3,BR,19.9,210,73.9,780,6.3,66,463,20.4,236,"6,437",0.7,Omen,65,114,52.6,0.89,128.9
FANCY n1zzy lxr#TxH,Radiant,57.9,1.08,146.8,VN,38.9,315,54.4,440,6.7,54,"3,759",20,"1,922","61,868",0.8,Jett,543,979,54.5,1.16,159.1
Crimson Gale#SAD,Unranked,50,1.5,173.2,FR,16,223,76.2,1064,7.9,110,22,15.9,12,343,0.8,Sova,3,5,40,1.03,129.6
iyvrXIII#iyvr1,Bronze 3,44.4,0.83,121,ES,12.9,151,78.5,917,8.6,100,277,9.4,146,"3,362",0.6,Viper,53,96,57.3,0.88,120.5
Adolph#6969,Immortal 1,57.1,1,130.3,SK,32.7,269,62.3,512,5,41,"1,256",25,634,"18,810",0.7,Sage,235,403,54.6,0.99,127.4
Master Oogway#1155,Platinum 2,52.8,1.18,154.1,PK,20.3,209,72.8,750,6.9,71,281,16.9,136,"4,079",0.7,Jett,76,131,56.5,1.07,148.8
ジョーカー#NMDS,Diamond 2,58.3,1.09,144,GB,16.9,179,76.8,814,6.3,67,269,17.8,141,"4,338",0.8,Sage,114,200,53.5,1.17,150.9
wavycolde#104,Platinum 3,53.3,1.03,139,SG,16.7,229,75.3,1032,8,109,"1,774",14.2,860,"29,402",0.8,Chamber,218,386,50.3,1.11,143.9
Eulogy#IRIS,Platinum 3,48,1.13,161.3,CA,36.2,284,61.4,481,2.4,19,"1,158",30.9,568,"19,671",0.8,Jett,276,477,49.5,1.07,158.3
InkompetenzLord#EUW,Platinum 3,53.6,1.12,145.7,DE,18.2,214,74,872,7.9,93,162,16.5,87,"2,594",0.8,Yoru,32,53,54.7,1.04,144.9
GSOWS#ROLD,Diamond 1,66.7,1.1,137.1,PH,24.8,257,69.3,719,5.9,61,347,14.2,179,"4,896",0.7,Killjoy,56,98,51,0.76,115.2
flyingmyvi#MYVI,Platinum 2,43.5,1.06,160.1,MY,19.5,241,73,902,7.4,92,"1,209",17.4,598,"23,055",0.9,Jett,422,756,48.8,1.22,180.1
ﬁt〆ﬂy〆ﬁne〆ﬂu〆ﬂaw#Kaiho,Immortal 2,54.9,1.16,145.4,TH,12.8,135,78.9,831,8.3,87,"1,397",11.2,713,"20,580",0.7,Chamber,144,258,53.9,1.13,146.6
Z4hveT#RUS78,Gold 2,51.9,1.16,149.9,RU,15.2,188,76.3,944,8.6,106,56,17.3,30,952,0.8,Chamber,10,18,44.4,1.12,148.4
R00TL3SS#XDXD,Gold 3,53.8,1.39,173.5,IN,13.6,219,77.8,1256,8.6,139,327,15.1,168,"5,694",0.8,Fade,68,114,53.5,1.14,151.9
1rosha サスケ#f1rst,Immortal 1,52.8,1.19,165.2,RU,29.3,267,64.8,590,5.8,53,"1,229",24.9,609,"20,347",0.8,Jett,170,296,46.6,1.15,157.9
Seliyas#4183,Silver 1,54.2,0.91,136.2,NL,16.9,178,76.4,804,6.7,71,232,14.7,117,"2,698",0.6,Viper,36,64,45.3,0.79,116.6
LVM Killah Ψ#666,Gold 2,57.4,1.04,132.9,CO,14.1,165,78.9,921,6.9,81,834,12.4,397,"13,466",0.8,Sova,224,372,47.8,1.08,156.1
союзмультмилф#666,Silver 3,58.3,1.13,128.9,RU,15.8,176,77.2,858,6.9,77,169,14.7,74,"2,731",0.8,Sage,80,137,43.1,1.21,151.4
Shold#4298,Diamond 1,45,1.2,142.1,RU,27.9,261,64.6,604,7.5,70,214,21.8,100,"2,887",0.7,Sage,71,125,47.2,0.99,120.9
Axela0ss#01113,Diamond 1,45.8,1.15,159.8,GR,26.4,287,66.2,719,7.4,80,625,20,316,"12,171",0.9,Reyna,115,196,50.5,1.45,187.5
锅包肉#W01,Gold 1,50,0.99,128.5,SG,11.4,193,76.9,1300,11.7,198,69,9.9,41,"1,213",0.8,Sage,14,23,82.6,1.29,157.7
iron1#1220,Silver 2,57.7,0.94,122.6,JP,15.5,155,71,708,13.4,134,496,12.8,248,"6,220",0.6,Chamber,43,72,55.6,0.92,133.9
WopSol#2609,Diamond 3,50,0.8,129.3,TR,19.4,202,71.7,745,8.9,92,"1,145",21.4,557,"16,896",0.7,Killjoy,140,249,51.8,0.96,142.4
mugetsu#312,Gold 3,50,0.91,154.1,TR,17.9,198,71.2,787,10.9,120,"1,237",18.7,595,"17,944",0.7,Jett,115,202,50,0.94,134.4
Derkee Elmighwar#QLF,Silver 3,55.3,0.88,112,DZ,17,150,74.8,658,8.2,72,54,17.7,27,621,0.6,Sage,15,28,46.4,0.78,100.5
akash#8603,Silver 2,57.1,1.08,142.2,ES,17.1,210,75.4,925,7.4,91,511,15.9,252,"7,867",0.8,Reyna,146,257,48.6,1.1,143.6
zclaphan#OSD,Diamond 1,44.4,1.07,124.1,US,16.5,167,73.8,749,9.8,99,159,11.6,73,"2,104",0.6,Omen,24,44,52.3,1,126.5
CHIMERAエース#4627,Gold 1,51.2,1.05,143.6,IN,15.2,167,77.5,853,7.4,81,"1,296",15.5,615,"19,599",0.7,Jett,214,369,47.4,1.03,143.6
MIMIDEATH#meow,Immortal 2,65.7,1.05,144.7,US,33,248,63,474,4,30,"2,594",23.5,"1,307","40,838",0.7,Jett,223,391,47.6,0.98,147
Zeref#4786,Diamond 2,58.3,1.22,175.1,US,23.5,231,70,687,6.4,63,377,15.2,197,"5,974",0.8,Chamber,102,185,53,1.11,153.3
ZΞUS#kal,Gold 3,38.5,0.99,129.2,IN,15.2,162,77.9,833,6.9,74,386,13.5,200,"5,947",0.7,Brimstone,50,79,49.4,1.09,147.1
InnerTRINI#4498,Bronze 3,53.6,0.95,134.5,US,14.5,171,71.1,837,14.4,169,301,10.5,144,"3,855",0.7,Astra,101,190,45.8,0.89,133.8
yRonald236#BR1,Platinum 3,50.9,1.13,168.4,BR,17.6,232,75.8,998,6.6,87,901,14.7,427,"16,439",0.9,Reyna,181,320,50.3,1.32,185
twitch yGrimm#guido,Ascendant 3,52.7,1.01,140.6,BR,25.2,227,68.4,616,6.3,57,"1,117",20,550,"17,977",0.8,Reyna,181,323,57.6,1.24,170.9
clash of clans#clash,Platinum 3,49,1.12,156.6,US,28,308,67.7,744,4.3,47,391,18.9,190,"6,822",0.8,Reyna,118,210,52.4,1.25,172.6
imPORTES#BR2,Platinum 2,58.8,1.02,128.4,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TL F4rceFlash#TTV,Ascendant 1,57.1,1.12,150.8,DE,21.3,240,70.4,793,8.3,94,"1,574",20.2,762,"24,483",0.7,Sage,316,550,52.2,1.05,135.6
Toes#6306,Platinum 2,58.8,1.37,174.8,US,23.8,255,68.2,732,8,86,318,16.6,169,"5,112",0.8,Sage,72,130,53.1,1.11,140
DeadClef#1772,Diamond 2,45,1.06,145.5,PH,22.2,239,71.2,768,6.6,71,667,16.8,331,"10,983",0.8,Omen,99,175,48.6,1.13,149.1
shadispyxis#5194,Bronze 2,45,1.16,159.9,MY,21.2,299,73.7,1041,5.1,72,47,18.9,22,701,0.7,Sova,9.3,17,58.8,0.93,120
JETAway#way,Diamond 2,48.6,1.25,157.6,BR,36.8,260,59.2,418,4,28,239,30,117,"4,159",0.8,Chamber,115,193,49.2,1.24,153.8
SadBoyCez#sad,Platinum 3,35.3,0.98,142,US,19.2,198,73.4,755,7.4,76,724,14.5,358,"11,385",0.8,Fade,176,308,48.1,1.07,152.6
MushyTv#NA1,Silver 3,56.2,0.7,105.1,US,9.4,72,71.5,546,19.1,146,16,9.4,9,183,0.5,Chamber,8.6,14,50,0.69,101.4
mocro#6996,Silver 3,42.9,0.98,130.5,DE,10.3,106,75.3,774,14.4,148,61,11.7,30,861,0.7,Jett,17,31,64.5,1.03,135.3
Congos1215#7776,Silver 1,50,1,139.3,US,11.1,170,75.7,1155,13.1,200,162,8.8,81,"1,742",0.5,Jett,25,47,46.8,0.77,117
PhantomAE#1905,Diamond 3,60.9,1.1,150.9,GT,24,238,71.3,706,4.6,46,"1,021",18,500,"15,326",0.7,Jett,148,254,46.9,0.97,146.5
teacup#tikki,Silver 2,46.6,0.95,138.3,CA,13.5,188,78.2,1086,8.2,114,519,10.9,243,"6,969",0.7,Viper,64,112,42.9,0.86,125
SakoKasa#NA1,Gold 3,42.4,0.95,137,CA,14.7,170,76.1,883,9.2,107,458,12.4,223,"7,477",0.8,Reyna,70,117,53,1.27,178.2
Mommy#9551,Bronze 3,42.1,0.86,115.3,US,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FCΚ KeleeeS#FCK,Diamond 1,52.7,1.01,154.7,TR,19.4,225,75,868,5.5,64,"1,538",19.8,737,"24,991",0.8,Jett,523,906,49.3,1.05,154.4
SexyDogCollector#Wink,Unranked,73.2,2.06,247.4,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SexyPeanutButah1#EUPOG,Unranked,77.6,1.92,224.7,FI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
elemental#4266,Bronze 3,55,0.98,130.9,None,28.2,182,65.4,422,6.4,41,45,23.9,23,525,0.6,Jett,8.1,14,85.7,0.8,100.3
Akira ツ#15y,Ascendant 3,25,1.33,170.6,BR,31.7,305,65.2,627,3,29,463,26.1,246,"8,462",0.9,Reyna,209,373,52,1.14,167.6
kenchik#051,Immortal 1,50.9,1.03,132.8,RU,34.3,255,62.2,463,3.5,26,"1,459",28.8,738,"23,911",0.8,Reyna,175,306,55.2,1.32,168
discounttea#meow,Unranked,53.2,1.13,157.4,US,8.4,119,74.5,1051,17,240,49,11.4,18,568,0.6,Sage,12,23,26.1,0.68,128.8
G2K Tessa#1668,Diamond 1,57.1,0.68,98.3,HR,13.6,114,77.2,649,9.3,78,"1,309",15.3,648,"12,685",0.5,Killjoy,330,572,48.1,0.63,101.4
Lepatats#EUW,Silver 2,51.1,1.01,137.4,ES,9.1,116,80.9,1031,10,128,207,12.5,97,"2,820",0.7,Skye,84,142,47.9,0.9,126.9
DRX Raijin#Hoshi,Ascendant 1,47.9,1.03,139.5,RS,21.3,246,73,843,5.7,66,"1,441",17.9,702,"21,175",0.7,Viper,288,494,49.8,0.97,129.8
Mellachris#uwu,Bronze 3,42.9,0.96,154.5,DE,10.6,139,77.3,1012,12.1,159,45,12.1,21,632,0.7,Fade,10,21,61.9,1.06,153.3
XSET EVO#011,Diamond 2,36.4,1.15,149.8,US,39,339,58.5,508,2.5,22,947,27.1,464,"16,356",0.8,Jett,148,269,45.7,1.18,166.5
Zero2 소피아#1234,Silver 2,62.5,1.28,163.6,BR,9.7,173,71.2,1267,19.1,340,367,9.1,173,"5,758",0.8,Viper,59,102,52,1.14,147.6
100 Edpi#1Tap,Immortal 1,50.8,1.03,150.4,GB,34.1,283,63,523,2.9,24,921,25.2,484,"16,514",0.9,Chamber,205,358,54.5,1.15,164.1
wise#1000,Diamond 3,40,0.93,154.6,US,18.1,252,74.9,1040,7,97,409,15.2,210,"6,309",0.8,Phoenix,100,180,52.8,1.13,168.5
PATRIlOTA#FlorK,Platinum 1,33.3,1.09,142.3,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
damaged potato#0001,Silver 2,51.3,1.15,149.9,IN,16.4,187,77.2,880,6.4,73,269,14,132,"3,934",0.7,Sage,56,96,46.9,1.08,146.2
Devin#3784,Immortal 2,53.5,1.05,148.2,US,23.9,274,69.9,802,6.2,71,941,22.8,483,"15,898",0.8,Omen,102,190,54.2,0.99,142.9
StigA11#IDK,Platinum 1,43.8,0.76,114.7,NO,13,136,77.7,811,9.3,97,311,10.6,146,"3,887",0.6,KAY/O,34,57,49.1,0.74,115.3
mitamerlane#michu,Platinum 3,60,1.03,146.8,RU,11.4,151,74.3,981,14.3,189,448,12.6,229,"6,185",0.7,Fade,98,164,54.3,0.88,131.9
dafneii#777,Diamond 2,58.3,1.18,154.2,TR,26.9,240,68,607,5.2,46,747,18.8,375,"10,981",0.7,Sage,156,279,49.1,0.95,125.3
ApplePie#pye,Diamond 2,57.8,1.15,147.5,CA,14.6,138,79.3,752,6.1,58,916,11,474,"14,495",0.8,Cypher,198,340,50.3,1.02,143.3
scrunge#1312,Iron 2,11.1,0.94,123,US,10.1,119,80.4,952,9.5,113,31,9.6,13,426,0.7,Neon,5.1,9,55.6,0.96,143.7
V1C7OR#XDDD,Gold 2,63.4,1.18,157.3,ES,13.1,185,78.5,1111,8.5,120,223,11.6,116,"3,788",0.8,Jett,33,58,50,1.03,146.6
lowtab qcoo#1807,Platinum 2,55.6,1.13,158.9,RU,24.9,257,69.7,721,5.4,56,984,19.5,484,"15,553",0.8,Sage,214,366,51.9,0.99,142
ωompωomp#ωomp,Gold 1,22.2,0.95,130.2,CA,18.9,219,76.2,881,4.8,56,"1,299",13.9,631,"17,834",0.7,Reyna,392,686,49.1,0.92,138.4
Nexusツ#sus,Gold 3,54.3,1.1,161.8,MX,17.5,224,75.4,964,7,90,267,18.6,136,"4,317",0.8,Neon,37,63,42.9,0.77,123.6
Zoro#8726,Platinum 1,57.1,1.04,149,US,19.5,228,75.9,889,4.6,54,989,14.7,489,"14,382",0.7,Raze,196,339,53.4,1.07,156.1
Roochie#420,Silver 3,50,0.9,148.9,US,15,203,78.5,1065,6.6,89,33,15.6,16,622,1,Reyna,15,30,46.7,1.43,195.2
Kamitsu#good,Iron 3,36.2,0.74,119.7,BD,9.2,128,72.8,1008,17.9,248,145,9.5,63,"1,842",0.6,Fade,39,67,37.3,0.81,122.6
ohmpope#dnd,Platinum 1,47.7,1.1,156.3,US,20.4,247,74.2,898,5.5,66,684,16.1,330,"9,739",0.7,Jett,84,148,48,0.97,146
komisan#6969,Diamond 1,52.9,0.99,147.3,TN,31.3,308,64.5,635,4.3,42,618,25.2,303,"10,466",0.8,Viper,127,225,44,0.99,153.4
d0nt#1taps,Ascendant 3,58.1,0.97,147.3,CZ,24.6,225,71.2,650,4.2,38,"2,378",19.5,"1,161","34,269",0.7,Brimstone,265,463,50.8,0.93,134.8
Juutachi#vr00,Gold 3,63,0.82,112.5,IN,14.9,143,73.7,707,11.4,109,784,17.1,384,"10,617",0.6,Sage,158,264,49.6,0.77,114.6
Obstsalat#Miau,Silver 3,56.2,1.3,168.6,DE,31.7,333,65.9,693,2.4,25,345,23.8,163,"5,803",0.8,Reyna,48,85,48.2,1.3,182.9
